date,gross_stock_trades,gross_option_trades,gross_trades_value,stock_trading_costs,option_trading_costs,net_trading_costs,stock_pos_value,option_pos_value,gross_pos_value,stock_PL,option_PL,net_PL,daily_stock_PL,daily_option_PL,daily_net_PL,start_cash,initial_kapital,short_fee,initial_cash,interest,lever_cash,leverage_fee,end_kapital,net_short_fees,net_interest_paid,net_interest_earned,net_pos_value,tot_cash
2/21/18,213884.0288,14580,228464.0288,21.38840288,1.458,22.84640288,887459.698,-114020,773439.698,-355.8767832,-14.5382,-370.4149832,-21.38840288,-1.458,-22.84640288,1000645.103,1000622.256,0,235362.7224,8.17260052,0,0,1000630.429,40.46944785,1059.864387,18.55106557,1008810.593,9233328.738
2/22/18,159361.5109,16182,175543.5109,15.93615109,1.6182,17.55435109,1047971.407,-123165,924806.4066,-371.8129343,-16.1564,-387.9693343,-15.93615109,-1.6182,-17.55435109,1000630.429,1000612.875,0,92173.82975,2.88079229,0,0,1000615.755,40.46944785,1062.74518,18.55106557,1016983.117,9090128.792
2/23/18,1187112.976,0,1187112.976,118.7112976,0,118.7112976,2251788.365,-140193,2111595.365,-490.524232,-16.1564,-506.680632,-118.7112976,0,-118.7112976,1000615.755,1000497.044,0,0,0,1095054.977,41.7823728,1000455.262,40.46944785,1062.74518,60.33343837,1016498.606,7902938.886
2/26/18,49662.20287,32064,81726.20287,4.966220287,3.2064,8.172620287,2327598.888,-135736,2191862.888,1023.17118,6868.6372,7891.80838,1513.695412,6884.7936,8398.489012,1000455.262,1008853.751,0,0,0,1176831.135,45.22698282,1008808.524,40.46944785,1062.74518,105.5604212,1014986.526,7821249.738
2/27/18,987320.5981,14991,1002311.598,98.73205981,1.4991,100.2311598,1311214.712,-102734,1208480.712,-8031.230868,17089.1381,9057.907232,-9054.402048,10220.5009,1166.098852,1008808.524,1009974.623,0,0,0,204646.995,7.694582757,1009966.928,40.46944785,1062.74518,113.2550039,1003826.022,8793486.8
2/28/18,572607.7209,15519,588126.7209,57.26077209,1.5519,58.81267209,725324.271,-69889,655435.271,-18968.95341,23807.5862,4838.632793,-10937.72254,6718.4481,-4219.274439,1009966.928,1005747.654,0,352375.2186,10.57157371,0,0,1005758.225,40.46944785,1073.316753,113.2550039,1007821.061,9350506.136
3/1/18,509997.2778,0,509997.2778,50.99972778,0,50.99972778,204780.2203,-62266,142514.2203,-19019.95313,23807.5862,4787.633065,-50.99972778,0,-50.99972777,1005758.225,1005707.225,0,862332.0682,29.10763697,0,0,1005736.333,40.46944785,1102.42439,113.2550039,1004875.396,9860423.307
3/2/18,124124.559,18354,142478.559,12.4124559,1.8354,14.2478559,81711.30834,-40164,41547.30834,-20188.5428,30379.7508,10191.208,-1168.589664,6572.1646,5403.574936,1005736.333,1011139.908,0,968117.487,32.27434834,0,0,1011172.182,40.46944785,1134.698739,113.2550039,1009697.07,9966147.343
3/5/18,130579.4507,12768,143347.4507,13.05794507,1.2768,14.33474507,213235.1703,-29051,184184.1703,-21509.7028,32940.474,11430.7712,-1321.159999,2560.7232,1239.563201,1011172.182,1012411.745,0,824787.9759,28.41132086,0,0,1012440.157,40.46944785,1163.11006,113.2550039,1009000.557,9822757.147
3/6/18,1588.816512,3284,4872.816512,0.158881651,0.3284,0.487281651,215364.5366,-25146,190218.5366,-21976.5695,33796.1456,11819.5761,-466.8667017,855.6716,388.8048983,1012440.157,1012828.962,0,819943.0834,27.90226522,0,0,1012856.864,40.46944785,1191.012325,113.2550039,1010189.522,9817855.94
3/7/18,4605.290184,0,4605.290184,0.460529018,0,0.460529018,210680.3237,-24123,186557.3237,-21977.03003,33796.1456,11819.11557,-0.460529018,0,-0.460529018,1012856.864,1012856.403,0,824575.8153,28.40303418,0,0,1012884.806,40.46944785,1219.415359,113.2550039,1011161.542,9822432.367
3/8/18,146450.6432,0,146450.6432,14.64506432,0,14.64506432,358150.4626,-23859,334291.4626,-21991.67509,33796.1456,11804.47051,-14.64506432,0,-14.64506432,1012884.806,1012870.161,0,678138.9301,25.81088287,0,0,1012895.972,40.46944785,1245.226242,113.2550039,1012456.203,9675941.268
3/9/18,407715.0233,0,407715.0233,40.77150233,0,40.77150233,772098.1663,-32208,739890.1663,-22032.4466,33796.1456,11763.699,-40.77150233,0,-40.77150233,1012895.972,1012855.201,0,270408.9461,10.06653337,0,0,1012865.267,40.46944785,1255.292775,113.2550039,1010309.179,9268175.407
3/12/18,123281.9482,0,123281.9482,12.32819482,0,12.32819482,647847.1846,-32208,615639.1846,-22044.77479,33796.1456,11751.37081,-12.32819482,0,-12.32819482,1012865.267,1012852.939,0,393688.6327,14.87380549,0,0,1012867.813,40.46944785,1270.166581,113.2550039,1009342.691,9391430.153
3/13/18,6427.845864,0,6427.845864,0.642784586,0,0.642784586,637232.4763,-26202,611030.4763,-22045.41757,33796.1456,11750.72803,-0.642784586,0,-0.642784586,1012867.813,1012867.17,0,400130.7096,14.72784616,0,0,1012881.898,40.46944785,1284.894427,113.2550039,1011175.914,9397842.628
3/14/18,307974.9716,9960,317934.9716,30.79749716,0.996,31.79349716,325987.5202,-11952,314035.5202,-26410.69766,38415.1496,12004.45194,-4365.280087,4619.004,253.7239128,1012881.898,1013135.622,0,698128.6155,26.76262283,0,0,1013162.385,40.46944785,1311.65705,113.2550039,1012190.898,9695799.043
3/15/18,325632.285,11052,336684.285,32.5632285,1.1052,33.6684285,0,0,0,-31999.98232,43544.0444,11544.06208,-5589.284656,5128.8948,-460.3898565,1013162.385,1012701.995,0,1012701.995,38.12271766,0,0,1012740.117,40.46944785,1349.779767,113.2550039,1012740.117,10010307.54
3/16/18,0,0,0,0,0,0,0,0,0,-31999.98232,43544.0444,11544.06208,0,0,0,1012740.117,1012740.117,0,1012740.117,38.40482625,0,0,1012778.522,40.46944785,1388.184594,113.2550039,1012778.522,10010269.13
3/19/18,0,0,0,0,0,0,0,0,0,-31999.98232,43544.0444,11544.06208,0,0,0,1012778.522,1012778.522,0,1012778.522,37.98204327,0,0,1012816.504,40.46944785,1426.166637,113.2550039,1012816.504,10010231.15
3/20/18,0,0,0,0,0,0,0,0,0,-31999.98232,43544.0444,11544.06208,0,0,0,1012816.504,1012816.504,0,1012816.504,36.85727904,0,0,1012853.362,40.46944785,1463.023916,113.2550039,1012853.362,10010194.29
3/21/18,0,0,0,0,0,0,0,0,0,-31999.98232,43544.0444,11544.06208,0,0,0,1012853.362,1012853.362,0,1012853.362,36.5765811,0,0,1012889.938,40.46944785,1499.600497,113.2550039,1012889.938,10010157.72
3/22/18,7332.557232,14053,21385.55723,0.733255723,1.4053,2.138555723,7332.557232,-14261,-6928.442768,-32000.71557,43542.6391,11541.92353,-0.733255723,-1.4053,-2.138555723,1012889.938,1012887.8,0,1019608.242,44.0490226,0,0,1012931.849,40.46944785,1543.64952,113.2550039,1012723.849,10016831.97
3/23/18,135516.1187,15067,150583.1187,13.55161187,1.5067,15.05831187,-128339.8514,-30420,-158759.8514,-32014.26719,43541.1324,11526.86521,-13.55161187,-1.5067,-15.05831187,1012931.849,1012909.99,6.799984733,1170213.552,54.13113959,0,0,1012964.121,47.26943258,1597.780659,113.2550039,1011507.831,10167345.9
3/26/18,307571.2371,19361,326932.2371,30.75712371,1.9361,32.69322371,175720.1307,-48179,127541.1307,-32045.02431,43539.1963,11494.17199,-30.75712371,-1.9361,-32.69322371,1012964.121,1012931.428,0,882024.7526,41.71636633,0,0,1012973.145,47.26943258,1639.497026,113.2550039,1009607.6,9879061.254
3/27/18,286628.728,20862,307490.728,28.6628728,2.0862,30.7490728,-113897.9142,-69539,-183436.9142,-32073.68718,43537.1101,11463.42292,-28.6628728,-2.0862,-30.7490728,1012973.145,1012936.393,6.002738674,1189520.445,54.68866951,0,0,1012991.081,53.27217126,1694.185695,113.2550039,1006138.22,10186466.54
3/28/18,64407.49186,19295,83702.49186,6.440749186,1.9295,8.370249186,-177968.8696,-89346,-267314.8696,-32080.12793,43535.1806,11455.05267,-6.440749186,-1.9295,-8.370249186,1012991.081,1012973.505,9.206651859,1273260.049,57.29928066,0,0,1013030.804,62.47882312,1751.484976,113.2550039,1006002.478,10270103.37
3/29/18,446936.4336,17357,464293.4336,44.69364336,1.7357,46.42934336,266693.5516,-102344,164349.5516,-32124.82157,43533.4449,11408.62333,-44.69364336,-1.7357,-46.42934336,1013030.804,1012984.374,0,843691.4851,38.79350646,0,0,1013023.168,62.47882312,1790.278482,113.2550039,1008079.83,9840438.71
4/2/18,817435.9416,18495,835930.9416,81.74359416,1.8495,83.59309416,-556498.8764,-126734,-683232.8764,-32206.56517,43531.5954,11325.03023,-81.74359416,-1.8495,-83.59309416,1013023.168,1012910.477,29.09828442,1679548.529,76.51973822,0,0,1012986.996,91.57710754,1866.79822,113.2550039,996392.1722,10676209.54
4/3/18,602325.8419,16545,618870.8419,60.23258419,1.6545,61.88708419,38694.3043,-134427,-95732.6957,-32266.79775,43529.9409,11263.14315,-60.23258419,-1.6545,-61.88708419,1012986.996,1012925.109,0,1093782.32,47.40031489,0,0,1012972.51,91.57710754,1914.198535,113.2550039,998097.0242,10090319.41
4/4/18,583191.8629,19988,603179.8629,58.31918629,1.9988,60.31798629,622300.1608,-155875,466425.1608,-32325.11694,43527.9421,11202.82516,-58.31918629,-1.9988,-60.31798629,1012972.51,1012912.192,0,530565.5391,23.43434632,0,0,1012935.626,91.57710754,1937.632882,113.2550039,997014.1342,9527031.795
4/5/18,567117.6252,17676,584793.6252,56.71176252,1.7676,58.47936252,1194328.942,-172010,1022318.942,-32381.8287,43526.1745,11144.3458,-56.71176252,-1.7676,-58.47936252,1012935.626,1012877.147,0,0,0,18911.13117,0.987595436,1012876.159,91.57710754,1937.632882,114.2425994,1003406.823,8977532.678
4/6/18,1669800.005,15036,1684836.005,166.9800005,1.5036,168.4836005,-502087.6393,-176793,-678880.6393,-32548.8087,43524.6709,10975.8622,-166.9800005,-1.5036,-168.4836005,1012876.159,1012681.281,26.39395453,1665729.009,76.3581625,0,0,1012757.64,117.9710621,2013.991044,114.2425994,986924.7277,10662123.84
4/9/18,450411.3801,17085,467496.3801,45.04113801,1.7085,46.74963801,-54150.7401,-194893,-249043.7401,-32593.84984,43522.9624,10929.11256,-45.04113801,-1.7085,-46.74963801,1012757.64,1012708.028,2.861456493,1232429.376,56.83392932,0,0,1012764.862,120.8325186,2070.824973,114.2425994,983442.4697,10228693.88
4/10/18,1442252.906,15510,1457762.906,144.2252906,1.551,145.7762906,1387241.149,-210457,1176784.149,-32738.07513,43521.4114,10783.33627,-144.2252906,-1.551,-145.7762906,1012764.862,1012619.086,0,0,0,194402.4728,10.27249213,1012608.814,120.8325186,2070.824973,124.5150915,982371.4034,8801815.467
4/11/18,467852.8458,15525,483377.8458,46.78528458,1.5525,48.33778458,912115.9468,-208101,704014.9468,-32784.86042,43519.8589,10734.99848,-46.78528458,-1.5525,-48.33778458,1012608.814,1012560.476,0,288916.7628,13.24262525,0,0,1012573.718,120.8325186,2084.067599,124.5150915,992944.9522,9285131.733
4/12/18,923352.998,6702,930054.998,92.3352998,0.6702,93.0054998,1842973.083,-213918,1629055.083,-42908.42004,50084.1887,7175.768664,-10123.55962,6564.3298,-3559.22982,1012573.718,1009014.489,0,0,0,627813.9981,33.1778791,1008981.311,120.8325186,2084.067599,157.6929706,1001207.907,8368420.907
4/13/18,364445.2015,2965,367410.2015,36.44452015,0.2965,36.74102015,1473122.253,-194185,1278937.253,-49647.25539,55725.8922,6078.636806,-6738.835358,5641.7035,-1097.131858,1008981.311,1007884.179,0,0,0,260473.7155,13.51219247,1007870.667,120.8325186,2084.067599,171.2051631,1018450.025,8735807.88
4/16/18,1050084.591,2303,1052387.591,105.0084591,0.2303,105.2387591,2535318.503,-197691,2337627.503,-59395.34466,65111.6619,5716.317236,-9748.08927,9385.7697,-362.3195701,1007870.667,1007508.347,0,0,0,1308374.057,61.52284665,1007446.824,120.8325186,2084.067599,232.7280097,1029191.923,7687982.573
4/17/18,659441.8984,21071,680512.8984,65.94418984,2.1071,68.05128984,3221884.222,-210705,3011179.222,-59411.27265,64900.5548,5489.282154,-15.92798184,-211.1071,-227.0350818,1007446.824,1007219.789,0,0,0,1989016.53,104.8267348,1007114.962,120.8325186,2084.067599,337.5547446,1022057.865,7007506.45
4/18/18,261256.0095,19278,280534.0095,26.12560095,1.9278,28.05340095,2963013.115,-190119,2772894.115,-59183.12284,64915.627,5732.504162,228.1498081,15.0722,243.2220081,1007114.962,1007358.184,0,0,0,1747171.4,91.83688656,1007266.348,120.8325186,2084.067599,429.3916311,1025630.878,7249548.243
4/19/18,689886.4481,12512,702398.4481,68.98864481,1.2512,70.23984481,2256689.226,-159142,2097547.226,-63918.43157,69759.3758,5840.944229,-4735.308734,4843.7488,108.4400662,1007266.348,1007374.788,0,0,0,1069959.029,54.76422431,1007320.023,120.8325186,2084.067599,484.1558554,1027533.432,7926907.216
4/20/18,720235.4241,0,720235.4241,72.02354241,0,72.02354241,1517318.648,-142256,1375062.648,-63990.45511,69759.3758,5768.920686,-72.02354241,0,-72.02354241,1007320.023,1007248,0,0,0,349850.3925,17.95470154,1007230.045,120.8325186,2084.067599,502.110557,1025194.301,8647088.571
4/23/18,265307.7644,18495,283802.7644,26.53077644,1.8495,28.38027644,1251783.237,-114404,1137379.237,-61949.92469,69757.5263,7807.60161,2040.530424,-1.8495,2038.680924,1007230.045,1009268.726,0,0,0,103083.9631,5.304358824,1009263.422,120.8325186,2084.067599,507.4149158,1034289.97,8893878.26
4/24/18,1457531.7,9465,1466996.7,145.75317,0.9465,146.69967,-222606.7055,-98650,-321256.7055,-67482.22639,76836.5798,9354.353415,-5532.301695,7079.0535,1546.751805,1009263.422,1010798.812,11.3618424,1344819.371,59.58692943,0,0,1010858.399,132.194361,2143.654528,507.4149158,1023622.252,10341738.67
4/25/18,246533.1463,1993,248526.1463,24.65331463,0.1993,24.85261463,23376.23028,-99411,-76034.76972,-74560.36283,85671.3805,11111.01767,-7078.136441,8834.8007,1756.664259,1010858.399,1012615.063,0,1100313.959,48.59934632,0,0,1012663.662,132.194361,2192.253874,507.4149158,1024327.789,10097125.07
4/26/18,833782.762,2930,836712.762,83.3782762,0.293,83.6712762,857396.6295,-98682,758714.6295,-81921.34996,94545.0875,12623.73754,-7360.98713,8873.707,1512.71987,1012663.662,1014176.382,0,269426.125,11.26539274,0,0,1014187.648,132.194361,2203.519267,507.4149158,1028152.02,9266177.376
4/27/18,85394.65514,2057,87451.65514,8.539465514,0.2057,8.745165514,772806.8602,-94021,678785.8602,-82675.21847,98394.8818,15719.66333,-753.8685115,3849.7943,3095.925788,1014187.648,1017283.573,0,356880.3004,15.81423237,0,0,1017299.388,132.194361,2219.333499,507.4149158,1035681.975,9353604.472
4/30/18,896138.7457,960,897098.7457,89.61387457,0.096,89.70987457,-129275.2155,-85209,-214484.2155,-85501.34131,105309.7858,19808.44449,-2826.12284,6914.904,4088.78116,1017299.388,1021381.714,6.45501873,1253898.695,54.16613696,0,0,1021435.88,138.6493797,2273.499636,507.4149158,1039468.646,10250559.34
5/1/18,174407.4512,4248,178655.4512,17.44074512,0.4248,17.86554512,44902.53037,-84991,-40088.46963,-89123.61154,114399.361,25275.74946,-3622.270235,9089.5752,5467.304965,1021435.88,1026903.185,0,1083775.545,48.92373647,0,0,1026952.109,138.6493797,2322.423373,507.4149158,1043735.999,10080333.1
5/2/18,604157.5182,4154,608311.5182,60.41575182,0.4154,60.83115182,-559556.62,-88532,-648088.62,-92680.17086,122723.9456,30043.77474,-3556.559322,8324.5846,4768.025278,1026952.109,1031691.652,28.48167941,1692046.674,74.73536223,0,0,1031766.387,167.1310591,2397.158735,507.4149158,1044032.789,10688509.05
5/3/18,12346.05508,3696,16042.05508,1.234605508,0.3696,1.604205508,-570669.6096,-93249,-663918.6096,-95106.64564,129143.576,34036.93036,-2426.474776,6419.6304,3993.155624,1031766.387,1035731.679,27.86427419,1708133.996,71.89607534,0,0,1035803.575,194.9953333,2469.05481,507.4149158,1044287.282,10704477.61
5/4/18,1078033.414,4536,1082569.414,107.8033414,0.4536,108.2569414,499975.6517,-90763,409212.6517,-99214.28016,135583.1224,36368.84224,-4107.634519,6439.5464,2331.911881,1035803.575,1038135.487,0,634600.2209,27.4153488,0,0,1038162.902,194.9953333,2496.470159,507.4149158,1043840.288,9630844.521
5/7/18,205903.1023,6064,211967.1023,20.59031023,0.6064,21.19671023,707570.2738,-96150,611420.2738,-102913.1688,141140.516,38227.34719,-3698.888654,5557.3936,1858.504946,1038162.902,1040021.407,0,434767.3372,19.50589596,0,0,1040040.913,194.9953333,2515.976055,507.4149158,1046207.117,9430964.716
5/8/18,40299.74175,11648,51947.74175,4.029974175,1.1648,5.194774175,747870.0155,-104511,643359.0155,-102917.1988,141139.3512,38222.15241,-4.029974175,-1.1648,-5.194774175,1040040.913,1040035.718,0,406129.9066,18.38990865,0,0,1040054.108,194.9953333,2534.365964,507.4149158,1049507.312,9402289.39
5/9/18,963619.2143,0,963619.2143,96.36192143,0,96.36192143,1718718.005,-111108,1607610.005,-103013.5607,141139.3512,38125.79049,-96.36192143,0,-96.36192142,1040054.108,1039957.746,0,0,0,557567.2796,28.84396492,1039928.902,194.9953333,2534.365964,536.2588807,1050013.881,8438602.658
5/10/18,784980.4365,0,784980.4365,78.49804365,0,78.49804365,2519769.571,-130246,2389523.571,-103092.0588,141139.3512,38047.29245,-78.49804365,0,-78.49804365,1039928.902,1039850.404,0,0,0,1342655.058,65.18609244,1039785.218,194.9953333,2534.365964,601.4449731,1046803.327,7653608.909
5/11/18,413622.1008,0,413622.1008,41.36221008,0,41.36221008,2941080.109,-133852,2807228.109,-103133.421,141139.3512,38005.93024,-41.36221008,0,-41.36221008,1039785.218,1039743.856,0,0,0,1756383.707,85.75797737,1039658.098,194.9953333,2534.365964,687.2029505,1050758.644,7240031.204
5/14/18,45161.67471,0,45161.67471,4.516167471,0,4.516167471,2987643.068,-133362,2854281.068,-103137.9371,141139.3512,38001.41407,-4.516167471,0,-4.516167471,1039658.098,1039653.582,0,0,0,1801635.656,91.70755806,1039561.874,194.9953333,2534.365964,778.9105086,1052553.704,7194956.721
5/15/18,592555.6593,11120,603675.6593,59.25556593,1.112,60.36756593,2374511.656,-128649,2245862.656,-103197.1927,141138.2392,37941.0465,-59.25556593,-1.112,-60.36756593,1039561.874,1039501.507,0,0,0,1198112.072,61.98171709,1039439.525,194.9953333,2534.365964,840.8922257,1047688.602,7798633.994
5/16/18,171242.8258,13132,184374.8258,17.12428258,1.3132,18.43748258,2555739.518,-122101,2433638.518,-100443.6417,141150.926,40707.28427,2753.550967,12.6868,2766.237767,1039439.525,1042205.763,0,0,0,1382567.317,71.52271061,1042134.24,194.9953333,2534.365964,912.4149363,1050999.678,7614312.254
5/17/18,325108.7457,9212,334320.7457,32.51087457,0.9212,33.43207457,2228471.574,-109945,2118526.574,-100636.4665,143670.0048,43033.53834,-192.8247346,2519.0788,2326.254065,1042134.24,1044460.494,0,0,0,1066775.526,53.86201745,1044406.632,194.9953333,2534.365964,966.2769537,1051697.186,7930229.429
5/18/18,425590.1674,9877,435467.1674,42.55901674,0.9877,43.54671674,1797310.433,-92001,1705309.433,-101694.9016,147035.0171,45340.11551,-1058.435123,3365.0123,2306.577177,1044406.632,1046713.209,0,0,0,651159.7674,33.0572433,1046680.152,194.9953333,2534.365964,999.334197,1054116.608,8345932.107
5/21/18,233457.8433,12362,245819.8433,23.34578433,1.2362,24.58198433,2044281.39,-91660,1952621.39,-98881.46525,145801.7809,46920.31565,2813.436332,-1233.2362,1580.200132,1046680.152,1048260.352,0,0,0,897037.2499,46.5314796,1048213.821,194.9953333,2534.365964,1045.865677,1055537.609,8100134.213
