date,gross_stock_trades,gross_option_trades,gross_trades_value,stock_trading_costs,option_trading_costs,net_trading_costs,stock_pos_value,option_pos_value,gross_pos_value,stock_PL,option_PL,net_PL,daily_stock_PL,daily_option_PL,daily_net_PL,start_cash,initial_kapital,short_fee,initial_cash,interest,lever_cash,leverage_fee,end_kapital,net_short_fees,net_interest_paid,net_interest_earned,net_pos_value,tot_cash
2/26/18,971637.1657,0,971637.1657,97.16371657,0,97.16371657,-1989989.71,124302,-1865687.71,-381.9664215,-13.026,-394.9924215,-97.16371657,0,-97.16371657,1000865.041,1000691.4,76.47760818,2858494.361,90.52472138,0,0,1000781.925,146.8906243,1323.807685,0,992897.1749,11856084.16
2/27/18,1116417.52,55327,1171744.52,111.641752,5.5327,117.174452,-848724.1724,167951,-680773.1724,-493.6081734,-18.5587,-512.1668734,-111.641752,-5.5327,-117.174452,1000781.925,1000632.839,31.91143062,1686691.28,52.00871987,0,0,1000684.847,178.8020549,1375.816405,0,1005970.116,10684170.46
2/28/18,1311595.579,53336,1364931.579,131.1595579,5.3336,136.4931579,471469.0574,207036,678505.0574,-624.7677314,-23.8923,-648.6600314,-131.1595579,-5.3336,-136.4931579,1000684.847,1000548.354,0,321675.2159,9.650545993,0,0,1000558.005,178.8020549,1385.466951,0,1000189.924,9319092.735
3/1/18,2308423.519,48700,2357123.519,230.8423519,4.87,235.7123519,2773037.054,273879,3046916.054,-855.6100833,-28.7623,-884.3723833,-230.8423519,-4.87,-235.7123519,1000558.005,1000322.293,0,0,0,2035674.365,82.46906927,1000239.823,178.8020549,1385.466951,82.46906927,1011159.22,6961815.972
3/2/18,610896.5486,0,610896.5486,61.08965486,0,61.08965486,2176435.579,242955,2419390.579,-916.6997382,-28.7623,-945.4620382,-61.08965486,0,-61.08965486,1000239.823,1000178.734,0,0,0,1424921.375,57.13308781,1000121.601,178.8020549,1385.466951,139.6021571,994412.0702,7572708.564
3/5/18,2329446.931,0,2329446.931,232.9446931,0,232.9446931,-127856.3259,226388,98531.67414,-1149.644431,-28.7623,-1178.406731,-232.9446931,0,-232.9446931,1000121.601,999883.388,5.267997233,904230.2103,31.14785301,0,0,999914.5359,184.0700522,1416.614804,139.6021571,1002793.032,9901891.403
3/6/18,616715.6766,0,616715.6766,61.67156766,0,61.67156766,-744896.1174,218424,-526472.1174,-1211.315999,-28.7623,-1240.078299,-61.67156766,0,-61.67156766,999914.5359,999822.4828,30.38148088,1520884.982,51.75497785,0,0,999874.2378,214.451533,1468.369782,139.6021571,994464.6192,10518493.65
3/7/18,649012.6061,39600,688612.6061,64.90126061,3.96,68.86126061,-95610.53568,170010,74399.46432,20931.80653,-23660.7223,-2728.915766,22143.12253,-23631.96,-1488.837467,999874.2378,998381.461,3.939277658,911451.3301,31.3955161,0,0,998412.8566,218.3908107,1499.765298,139.6021571,985882.1899,9908980.79
3/8/18,770346.2911,35280,805626.2911,77.03462911,3.528,80.56262911,-866419.4923,128282,-738137.4923,49553.88536,-55416.2503,-5862.364939,28622.07883,-31755.528,-3133.449173,998412.8566,995240.5847,38.8226434,1716989.631,65.35094255,0,0,995305.9357,257.2134541,1565.11624,139.6021571,978917.49,10714461.17
3/9/18,2073699.351,0,2073699.351,207.3699351,0,207.3699351,-2955196.628,152695,-2802501.628,49346.51543,-55416.2503,-6069.734874,-207.3699351,0,-207.3699351,995305.9357,994968.6083,129.9574501,3790417.006,141.1061277,0,0,995109.7144,387.1709042,1706.222368,139.6021571,988056.4834,12787812.04
3/12/18,444833.3718,0,444833.3718,44.48333718,0,44.48333718,-2506654.293,154213,-2352441.293,49302.03209,-55416.2503,-6114.218211,-44.48333718,0,-44.48333718,995109.7144,994953.6145,111.6165742,3345568.64,126.3976988,0,0,995080.0122,498.7874784,1832.620067,139.6021571,993253.7453,12342807.79
3/13/18,469213.7097,0,469213.7097,46.92137097,0,46.92137097,-2021240.749,130078,-1891162.749,49255.11072,-55416.2503,-6161.139582,-46.92137097,0,-46.92137097,995080.0122,994945.0508,88.04009493,2876346.367,105.871371,0,0,995050.9221,586.8275734,1938.491438,139.6021571,985289.489,11873441.29
3/14/18,534228.1843,0,534228.1843,53.42281843,0,53.42281843,-1476640.485,114618,-1362022.485,49201.6879,-55416.2503,-6214.5624,-53.42281843,0,-53.42281843,995050.9221,994930.931,66.56831115,2342104.063,89.78409745,0,0,995020.7151,653.3958845,2028.275535,139.6021571,980171.3616,11339069.9
3/15/18,126064.4825,0,126064.4825,12.60644825,0,12.60644825,-1348966.878,104763,-1244203.878,49189.08145,-55416.2503,-6227.168849,-12.60644825,0,-12.60644825,995020.7151,994948.2248,59.88383215,2216056.874,83.42247864,0,0,995031.6473,713.2797167,2111.698014,139.6021571,971936.4189,11212909.38
3/16/18,45079.1655,0,45079.1655,4.50791655,0,4.50791655,-1390121.776,100406,-1289715.776,49184.57353,-55416.2503,-6231.676765,-4.50791655,0,-4.50791655,995031.6473,994965.0443,62.09511248,2261152.859,85.7467589,0,0,995050.791,775.3748292,2197.444773,139.6021571,971522.8299,11257898.3
3/19/18,1969471.853,0,1969471.853,196.9471853,0,196.9471853,598158.8,98938,697096.8,48987.62635,-55416.2503,-6428.62395,-196.9471853,0,-196.9471853,995050.791,994853.8438,0,291569.8056,10.93468782,0,0,994864.7785,775.3748292,2208.379461,139.6021571,988677.5402,9288218.56
3/20/18,865996.5986,30927,896923.5986,86.59965986,3.0927,89.69235986,-266820.5594,61341,-205479.5594,69705.56573,-79819.343,-10113.77727,20717.93938,-24403.0927,-3685.153323,994864.7785,991168.1141,11.51110887,1188403.135,43.24703023,0,0,991211.3611,786.885938,2251.626491,139.6021571,982966.823,10185009.22
3/21/18,134249.7272,26963,161212.7272,13.42497272,2.6963,16.12127272,-400558.2117,29150,-371408.2117,90431.95144,-106195.0393,-15763.08786,20726.38571,-26375.6963,-5649.310588,991211.3611,985544.881,17.16952102,1349625.819,48.73824789,0,0,985593.6193,804.055459,2300.364739,139.6021571,978266.3454,10346157.09
3/22/18,390545.3673,32300,422845.3673,39.05453673,3.23,42.28453673,0,0,0,112628.4674,-122598.2693,-9969.801898,22196.51596,-16403.23,5793.285963,985593.6193,991386.9052,0,991386.9052,42.82980696,0,0,991429.735,804.055459,2343.194546,139.6021571,991429.735,9987826.606
3/23/18,0,0,0,0,0,0,0,0,0,112628.4674,-122598.2693,-9969.801898,0,0,0,991429.735,991429.735,0,991429.735,45.86104929,0,0,991475.5961,804.055459,2389.055595,139.6021571,991475.5961,9987780.745
3/26/18,0,0,0,0,0,0,0,0,0,112628.4674,-122598.2693,-9969.801898,0,0,0,991475.5961,991475.5961,0,991475.5961,46.89296876,0,0,991522.489,804.055459,2435.948564,139.6021571,991522.489,9987733.852
3/27/18,0,0,0,0,0,0,0,0,0,112628.4674,-122598.2693,-9969.801898,0,0,0,991522.489,991522.489,0,991522.489,45.58563574,0,0,991568.0747,804.055459,2481.534199,139.6021571,991568.0747,9987688.266
3/28/18,0,0,0,0,0,0,0,0,0,112628.4674,-122598.2693,-9969.801898,0,0,0,991568.0747,991568.0747,0,991568.0747,44.62257138,0,0,991612.6973,804.055459,2526.156771,139.6021571,991612.6973,9987643.643
3/29/18,0,0,0,0,0,0,0,0,0,112628.4674,-122598.2693,-9969.801898,0,0,0,991612.6973,991612.6973,0,991612.6973,45.59502408,0,0,991658.2923,804.055459,2571.751795,139.6021571,991658.2923,9987598.048
4/2/18,0,0,0,0,0,0,0,0,0,112628.4674,-122598.2693,-9969.801898,0,0,0,991658.2923,991658.2923,0,991658.2923,45.17966086,0,0,991703.4719,804.055459,2616.931456,139.6021571,991703.4719,9987552.869
4/3/18,0,0,0,0,0,0,0,0,0,112628.4674,-122598.2693,-9969.801898,0,0,0,991703.4719,991703.4719,0,991703.4719,42.97661061,0,0,991746.4486,804.055459,2659.908066,139.6021571,991746.4486,9987509.892
4/4/18,0,0,0,0,0,0,0,0,0,112628.4674,-122598.2693,-9969.801898,0,0,0,991746.4486,991746.4486,0,991746.4486,43.80406948,0,0,991790.2526,804.055459,2703.712136,139.6021571,991790.2526,9987466.088
4/5/18,0,0,0,0,0,0,0,0,0,112628.4674,-122598.2693,-9969.801898,0,0,0,991790.2526,991790.2526,0,991790.2526,45.1208915,0,0,991835.3735,804.055459,2748.833027,139.6021571,991835.3735,9987420.967
4/6/18,0,0,0,0,0,0,0,0,0,112628.4674,-122598.2693,-9969.801898,0,0,0,991835.3735,991835.3735,0,991835.3735,45.46641514,0,0,991880.8399,804.055459,2794.299443,139.6021571,991880.8399,9987375.501
4/9/18,0,0,0,0,0,0,0,0,0,112628.4674,-122598.2693,-9969.801898,0,0,0,991880.8399,991880.8399,0,991880.8399,45.74094601,0,0,991926.5809,804.055459,2840.040389,139.6021571,991926.5809,9987329.76
4/10/18,0,0,0,0,0,0,0,0,0,112628.4674,-122598.2693,-9969.801898,0,0,0,991926.5809,991926.5809,0,991926.5809,45.74200063,0,0,991972.3229,804.055459,2885.782389,139.6021571,991972.3229,9987284.018
4/11/18,0,0,0,0,0,0,0,0,0,112628.4674,-122598.2693,-9969.801898,0,0,0,991972.3229,991972.3229,0,991972.3229,45.46748205,0,0,992017.7904,804.055459,2931.249871,139.6021571,992017.7904,9987238.55
4/12/18,0,0,0,0,0,0,0,0,0,112628.4674,-122598.2693,-9969.801898,0,0,0,992017.7904,992017.7904,0,992017.7904,45.75148155,0,0,992063.5418,804.055459,2977.001353,139.6021571,992063.5418,9987192.799
4/13/18,0,0,0,0,0,0,0,0,0,112628.4674,-122598.2693,-9969.801898,0,0,0,992063.5418,992063.5418,0,992063.5418,44.78772209,0,0,992108.3296,804.055459,3021.789075,139.6021571,992108.3296,9987148.011
4/16/18,0,0,0,0,0,0,0,0,0,112628.4674,-122598.2693,-9969.801898,0,0,0,992108.3296,992108.3296,0,992108.3296,39.96313812,0,0,992148.2927,804.055459,3061.752213,139.6021571,992148.2927,9987108.048
4/17/18,0,0,0,0,0,0,0,0,0,112628.4674,-122598.2693,-9969.801898,0,0,0,992148.2927,992148.2927,0,992148.2927,45.6144073,0,0,992193.9071,804.055459,3107.36662,139.6021571,992193.9071,9987062.434
4/18/18,0,0,0,0,0,0,0,0,0,112628.4674,-122598.2693,-9969.801898,0,0,0,992193.9071,992193.9071,0,992193.9071,45.47763846,0,0,992239.3847,804.055459,3152.844259,139.6021571,992239.3847,9987016.956
4/19/18,0,0,0,0,0,0,0,0,0,112628.4674,-122598.2693,-9969.801898,0,0,0,992239.3847,992239.3847,0,992239.3847,44.10736987,0,0,992283.4921,804.055459,3196.951629,139.6021571,992283.4921,9986972.849
4/20/18,0,0,0,0,0,0,0,0,0,112628.4674,-122598.2693,-9969.801898,0,0,0,992283.4921,992283.4921,0,992283.4921,44.2462102,0,0,992327.7383,804.055459,3241.197839,139.6021571,992327.7383,9986928.602
4/23/18,0,0,0,0,0,0,0,0,0,112628.4674,-122598.2693,-9969.801898,0,0,0,992327.7383,992327.7383,0,992327.7383,44.38307151,0,0,992372.1214,804.055459,3285.58091,139.6021571,992372.1214,9986884.219
4/24/18,0,0,0,0,0,0,0,0,0,112628.4674,-122598.2693,-9969.801898,0,0,0,992372.1214,992372.1214,0,992372.1214,43.97052038,0,0,992416.0919,804.055459,3329.551431,139.6021571,992416.0919,9986840.249
4/25/18,0,0,0,0,0,0,0,0,0,112628.4674,-122598.2693,-9969.801898,0,0,0,992416.0919,992416.0919,0,992416.0919,43.83364671,0,0,992459.9256,804.055459,3373.385077,139.6021571,992459.9256,9986796.415
4/26/18,0,0,0,0,0,0,0,0,0,112628.4674,-122598.2693,-9969.801898,0,0,0,992459.9256,992459.9256,0,992459.9256,41.49727811,0,0,992501.4228,804.055459,3414.882356,139.6021571,992501.4228,9986754.918
4/27/18,0,0,0,0,0,0,0,0,0,112628.4674,-122598.2693,-9969.801898,0,0,0,992501.4228,992501.4228,0,992501.4228,43.98014716,0,0,992545.403,804.055459,3458.862503,139.6021571,992545.403,9986710.938
4/30/18,0,0,0,0,0,0,0,0,0,107068.0817,-122598.2693,-15530.18761,-5560.385708,0,-5560.385708,992545.403,986985.0173,0,986985.0173,42.63595282,0,0,987027.6532,804.055459,3501.498456,139.6021571,987027.6532,9981107.916
5/1/18,0,0,0,0,0,0,0,0,0,107068.0817,-122598.2693,-15530.18761,0,0,0,987027.6532,987027.6532,0,987027.6532,44.55634843,0,0,987072.2096,804.055459,3546.054804,139.6021571,987072.2096,9981063.36
5/2/18,0,0,0,0,0,0,0,0,0,107068.0817,-122598.2693,-15530.18761,0,0,0,987072.2096,987072.2096,0,987072.2096,43.59761481,0,0,987115.8072,804.055459,3589.652419,139.6021571,987115.8072,9981019.762
5/3/18,0,0,0,0,0,0,0,0,0,107068.0817,-122598.2693,-15530.18761,0,0,0,987115.8072,987115.8072,0,987115.8072,41.54811778,0,0,987157.3553,804.055459,3631.200537,139.6021571,987157.3553,9980978.214
5/4/18,0,0,0,0,0,0,0,0,0,107068.0817,-122598.2693,-15530.18761,0,0,0,987157.3553,987157.3553,0,987157.3553,42.64616104,0,0,987200.0015,804.055459,3673.846698,139.6021571,987200.0015,9980935.568
5/7/18,0,0,0,0,0,0,0,0,0,107068.0817,-122598.2693,-15530.18761,0,0,0,987200.0015,987200.0015,0,987200.0015,44.29086289,0,0,987244.2923,804.055459,3718.13756,139.6021571,987244.2923,9980891.277
5/8/18,0,0,0,0,0,0,0,0,0,107068.0817,-122598.2693,-15530.18761,0,0,0,987244.2923,987244.2923,0,987244.2923,44.7032638,0,0,987288.9956,804.055459,3762.840824,139.6021571,987288.9956,9980846.574
5/9/18,0,0,0,0,0,0,0,0,0,107068.0817,-122598.2693,-15530.18761,0,0,0,987288.9956,987288.9956,0,987288.9956,44.43000415,0,0,987333.4256,804.055459,3807.270828,139.6021571,987333.4256,9980802.144
5/10/18,0,0,0,0,0,0,0,0,0,107068.0817,-122598.2693,-15530.18761,0,0,0,987333.4256,987333.4256,0,987333.4256,41.28292609,0,0,987374.7085,804.055459,3848.553754,139.6021571,987374.7085,9980760.861
5/11/18,0,0,0,0,0,0,0,0,0,107068.0817,-122598.2693,-15530.18761,0,0,0,987374.7085,987374.7085,0,987374.7085,41.55814037,0,0,987416.2667,804.055459,3890.111895,139.6021571,987416.2667,9980719.303
5/14/18,0,0,0,0,0,0,0,0,0,107068.0817,-122598.2693,-15530.18761,0,0,0,987416.2667,987416.2667,0,987416.2667,43.6147378,0,0,987459.8814,804.055459,3933.726633,139.6021571,987459.8814,9980675.688
5/15/18,0,0,0,0,0,0,0,0,0,107068.0817,-122598.2693,-15530.18761,0,0,0,987459.8814,987459.8814,0,987459.8814,44.4386943,0,0,987504.3201,804.055459,3978.165327,139.6021571,987504.3201,9980631.249
5/16/18,0,0,0,0,0,0,0,0,0,107068.0817,-122598.2693,-15530.18761,0,0,0,987504.3201,987504.3201,0,987504.3201,44.43969419,0,0,987548.7598,804.055459,4022.605021,139.6021571,987548.7598,9980586.81
5/17/18,0,0,0,0,0,0,0,0,0,107068.0817,-122598.2693,-15530.18761,0,0,0,987548.7598,987548.7598,0,987548.7598,43.21282082,0,0,987591.9726,804.055459,4065.817842,139.6021571,987591.9726,9980543.597
5/18/18,0,0,0,0,0,0,0,0,0,107068.0817,-122598.2693,-15530.18761,0,0,0,987591.9726,987591.9726,0,987591.9726,43.48818156,0,0,987635.4608,804.055459,4109.306024,139.6021571,987635.4608,9980500.109
5/21/18,0,0,0,0,0,0,0,0,0,107068.0817,-122598.2693,-15530.18761,0,0,0,987635.4608,987635.4608,0,987635.4608,44.5847924,0,0,987680.0456,804.055459,4153.890816,139.6021571,987680.0456,9980455.524
5/22/18,0,0,0,0,0,0,0,0,0,107068.0817,-122598.2693,-15530.18761,0,0,0,987680.0456,987680.0456,0,987680.0456,45.06598631,0,0,987725.1116,804.055459,4198.956802,139.6021571,987725.1116,9980410.458
5/23/18,0,0,0,0,0,0,0,0,0,107068.0817,-122598.2693,-15530.18761,0,0,0,987725.1116,987725.1116,0,987725.1116,44.99841612,0,0,987770.11,804.055459,4243.955218,139.6021571,987770.11,9980365.459
5/24/18,0,0,0,0,0,0,0,0,0,107068.0817,-122598.2693,-15530.18761,0,0,0,987770.11,987770.11,0,987770.11,42.05598633,0,0,987812.166,804.055459,4286.011205,139.6021571,987812.166,9980323.403
5/25/18,0,0,0,0,0,0,0,0,0,107068.0817,-122598.2693,-15530.18761,0,0,0,987812.166,987812.166,0,987812.166,43.15478202,0,0,987855.3208,804.055459,4329.165987,139.6021571,987855.3208,9980280.249
5/29/18,0,0,0,0,0,0,0,0,0,107068.0817,-122598.2693,-15530.18761,0,0,0,987855.3208,987855.3208,0,987855.3208,44.04482857,0,0,987899.3656,804.055459,4373.210815,139.6021571,987899.3656,9980236.204
5/30/18,0,0,0,0,0,0,0,0,0,107068.0817,-122598.2693,-15530.18761,0,0,0,987899.3656,987899.3656,0,987899.3656,43.63414915,0,0,987942.9997,804.055459,4416.844964,139.6021571,987942.9997,9980192.57
5/31/18,0,0,0,0,0,0,0,0,0,107068.0817,-122598.2693,-15530.18761,0,0,0,987942.9997,987942.9997,0,987942.9997,41.51430442,0,0,987984.514,804.055459,4458.359269,139.6021571,987984.514,9980151.055
6/1/18,0,0,0,0,0,0,0,0,0,107068.0817,-122598.2693,-15530.18761,0,0,0,987984.514,987984.514,0,987984.514,42.95641852,0,0,988027.4705,804.055459,4501.315687,139.6021571,988027.4705,9980108.099
6/4/18,0,0,0,0,0,0,0,0,0,107068.0817,-122598.2693,-15530.18761,0,0,0,988027.4705,988027.4705,0,988027.4705,41.03399338,0,0,988068.5045,804.055459,4542.349681,139.6021571,988068.5045,9980067.065
6/5/18,0,0,0,0,0,0,0,0,0,107068.0817,-122598.2693,-15530.18761,0,0,0,988068.5045,988068.5045,0,988068.5045,43.09358439,0,0,988111.598,804.055459,4585.443265,139.6021571,988111.598,9980023.971
6/6/18,0,0,0,0,0,0,0,0,0,107068.0817,-122598.2693,-15530.18761,0,0,0,988111.598,988111.598,0,988111.598,42.82002478,0,0,988154.4181,804.055459,4628.26329,139.6021571,988154.4181,9979981.151
6/7/18,0,0,0,0,0,0,0,0,0,107068.0817,-122598.2693,-15530.18761,0,0,0,988154.4181,988154.4181,0,988154.4181,40.21894208,0,0,988194.637,804.055459,4668.482232,139.6021571,988194.637,9979940.932
6/8/18,0,0,0,0,0,0,0,0,0,107068.0817,-122598.2693,-15530.18761,0,0,0,988194.637,988194.637,0,988194.637,42.69097262,0,0,988237.328,804.055459,4711.173205,139.6021571,988237.328,9979898.241
6/11/18,0,0,0,0,0,0,0,0,0,107068.0817,-122598.2693,-15530.18761,0,0,0,988237.328,988237.328,0,988237.328,43.23916658,0,0,988280.5671,804.055459,4754.412371,139.6021571,988280.5671,9979855.002
6/12/18,0,0,0,0,0,0,0,0,0,107068.0817,-122598.2693,-15530.18761,0,0,0,988280.5671,988280.5671,0,988280.5671,43.65195034,0,0,988324.2191,804.055459,4798.064322,139.6021571,988324.2191,9979811.35
6/13/18,0,0,0,0,0,0,0,0,0,107068.0817,-122598.2693,-15530.18761,0,0,0,988324.2191,988324.2191,0,988324.2191,42.00556455,0,0,988366.2247,804.055459,4840.069886,139.6021571,988366.2247,9979769.345
6/14/18,0,0,0,0,0,0,0,0,0,107068.0817,-122598.2693,-15530.18761,0,0,0,988366.2247,988366.2247,0,988366.2247,49.8401821,0,0,988416.0648,804.055459,4889.910068,139.6021571,988416.0648,9979719.504
6/15/18,0,0,0,0,0,0,0,0,0,107068.0817,-122598.2693,-15530.18761,0,0,0,988416.0648,988416.0648,0,988416.0648,49.97876712,0,0,988466.0436,804.055459,4939.888835,139.6021571,988466.0436,9979669.526
