ticker,date,open,high,low,close,volume,dividend,split,adj_open,adj_high,adj_low,adj_close,adj_volume
SPY,1993-08-13,45.0937,45.1562,45.0937,45.125,103500.0,0.0,1.0,25.7784282649446,25.814157241865,25.7784282649446,25.7963213365863,103500.0
SPY,1993-08-16,45.1562,45.5,45.1562,45.375,241800.0,0.0,1.0,25.814157241865,26.0106951981092,25.814157241865,25.9392372442682,241800.0
SPY,1993-08-17,45.3437,45.5312,45.3437,45.5312,369300.0,0.0,1.0,25.9213441726265,26.0285311033879,25.9213441726265,26.0285311033879,369300.0
SPY,1993-08-18,45.6875,45.875,45.6562,45.7812,414300.0,0.0,1.0,26.1178821288706,26.2250690596321,26.0999890572289,26.1714470110698,414300.0
SPY,1993-08-19,45.8125,45.8125,45.7187,45.7812,28500.0,0.0,1.0,26.1893400827116,26.1893400827116,26.1357180341493,26.1714470110698,28500.0
SPY,1993-08-20,45.6875,45.8125,45.6562,45.8125,80700.0,0.0,1.0,26.1178821288706,26.1893400827116,26.0999890572289,26.1893400827116,80700.0
SPY,1993-08-23,45.625,45.75,45.625,45.7187,15600.0,0.0,1.0,26.0821531519502,26.1536111057911,26.0821531519502,26.1357180341493,15600.0
SPY,1993-08-24,45.7187,46.2187,45.7187,46.2187,273400.0,0.0,1.0,26.1357180341493,26.4215498495132,26.1357180341493,26.4215498495132,273400.0
SPY,1993-08-25,46.2187,46.4375,46.1562,46.25,242300.0,0.0,1.0,26.4215498495132,26.5466298519164,26.3858208725927,26.439442921155,242300.0
SPY,1993-08-26,46.2812,46.5312,46.0937,46.2812,120000.0,0.0,1.0,26.4572788264337,26.6001947341156,26.3500918956722,26.4572788264337,120000.0
SPY,1993-08-27,46.1562,46.25,46.1562,46.25,25700.0,0.0,1.0,26.3858208725927,26.439442921155,26.3858208725927,26.439442921155,25700.0
SPY,1993-08-30,46.2812,46.5,46.2812,46.4375,183500.0,0.0,1.0,26.4572788264337,26.5823588288369,26.4572788264337,26.5466298519164,183500.0
SPY,1993-08-31,46.4062,46.5625,46.3437,46.5625,66500.0,0.0,1.0,26.5287367802746,26.6180878057574,26.4930078033541,26.6180878057574,66500.0
SPY,1993-09-01,46.4062,46.5937,46.4062,46.5,136500.0,0.0,1.0,26.5287367802746,26.6359237110361,26.5287367802746,26.5823588288369,136500.0
SPY,1993-09-02,46.5312,46.5937,46.3125,46.3437,472400.0,0.0,1.0,26.6001947341156,26.6359237110361,26.4751718980754,26.4930078033541,472400.0
SPY,1993-09-03,46.3125,46.4375,46.25,46.375,630500.0,0.0,1.0,26.4751718980754,26.5466298519164,26.439442921155,26.5109008749959,630500.0
SPY,1993-09-07,46.375,46.4375,46.0,46.0625,196400.0,0.0,1.0,26.5109008749959,26.5466298519164,26.296527013473,26.3322559903935,196400.0
SPY,1993-09-08,46.0625,46.0625,45.5937,45.9062,269900.0,0.0,1.0,26.3322559903935,26.3322559903935,26.0642600803084,26.2429049649108,269900.0
SPY,1993-09-09,45.7187,46.0312,45.7187,46.0,239200.0,0.0,1.0,26.1357180341493,26.3143629187517,26.1357180341493,26.296527013473,239200.0
SPY,1993-09-10,46.125,46.4375,46.0625,46.4062,106500.0,0.0,1.0,26.367984967314,26.5466298519164,26.3322559903935,26.5287367802746,106500.0
SPY,1993-09-13,46.5625,46.5625,46.4375,46.4375,66900.0,0.0,1.0,26.6180878057574,26.6180878057574,26.5466298519164,26.5466298519164,66900.0
SPY,1993-09-14,46.3125,46.3125,46.0937,46.25,184500.0,0.0,1.0,26.4751718980754,26.4751718980754,26.3500918956722,26.439442921155,184500.0
SPY,1993-09-15,46.0625,46.4062,45.9062,46.375,101000.0,0.0,1.0,26.3322559903935,26.5287367802746,26.2429049649108,26.5109008749959,101000.0
SPY,1993-09-16,46.3125,46.3437,46.1562,46.1875,54300.0,0.0,1.0,26.4751718980754,26.4930078033541,26.3858208725927,26.4037139442345,54300.0
SPY,1993-09-17,45.875,45.9062,45.75,45.8125,200900.0,0.286,1.0,26.3887879082226,26.4067351601624,26.3168838539768,26.3528358810997,200900.0
SPY,1993-09-20,45.875,45.9687,45.4375,45.4375,57800.0,0.0,1.0,26.3887879082226,26.4426871872853,26.1371237183622,26.1371237183622,57800.0
SPY,1993-09-21,45.5,45.5625,44.8125,45.2812,318200.0,0.0,1.0,26.1730757454851,26.209027772608,25.777603447133,26.0472148889332,318200.0
SPY,1993-09-22,45.4375,45.7187,45.375,45.6562,439700.0,0.0,1.0,26.1371237183622,26.2988790787936,26.1011716912393,26.2629270516707,439700.0
SPY,1993-09-23,45.7812,45.9375,45.7187,45.9062,88500.0,0.0,1.0,26.3348311059166,26.4247399353456,26.2988790787936,26.4067351601624,88500.0
SPY,1993-09-24,45.8437,45.875,45.7187,45.7812,53500.0,0.0,1.0,26.3707831330395,26.3887879082226,26.2988790787936,26.3348311059166,53500.0
SPY,1993-09-27,46.125,46.2812,46.125,46.2812,274600.0,0.0,1.0,26.5325960167143,26.6224473228999,26.5325960167143,26.6224473228999,274600.0
SPY,1993-09-28,46.3125,46.3125,46.1562,46.1875,158300.0,0.0,1.0,26.6404520980831,26.6404520980831,26.5505432686541,26.5685480438372,158300.0
SPY,1993-09-29,46.1875,46.3125,45.9687,46.0312,221000.0,0.0,1.0,26.5685480438372,26.6404520980831,26.4426871872853,26.4786392144082,221000.0
SPY,1993-09-30,46.0312,46.125,45.8437,45.9375,99300.0,0.0,1.0,26.4786392144082,26.5325960167143,26.3707831330395,26.4247399353456,99300.0
SPY,1993-10-01,45.875,46.2187,45.8125,46.1562,22700.0,0.0,1.0,26.3887879082226,26.586495295777,26.3528358810997,26.5505432686541,22700.0
SPY,1993-10-04,46.2187,46.2187,46.0937,46.2187,1038500.0,0.0,1.0,26.586495295777,26.586495295777,26.5145912415312,26.586495295777,1038500.0
SPY,1993-10-05,46.3125,46.3125,46.0,46.1562,436500.0,0.0,1.0,26.6404520980831,26.6404520980831,26.4606919624685,26.5505432686541,436500.0
SPY,1993-10-07,46.1875,46.1875,45.9687,46.0,59400.0,0.0,1.0,26.5685480438372,26.5685480438372,26.4426871872853,26.4606919624685,59400.0
SPY,1993-10-08,46.125,46.1562,45.7187,46.0625,54400.0,0.0,1.0,26.5325960167143,26.5505432686541,26.2988790787936,26.4966439895914,54400.0
SPY,1993-10-11,46.1562,46.25,46.1562,46.1562,467100.0,0.0,1.0,26.5505432686541,26.6045000709602,26.5505432686541,26.5505432686541,467100.0
SPY,1993-10-12,46.2187,46.25,46.1875,46.2187,26200.0,0.0,1.0,26.586495295777,26.6045000709602,26.5685480438372,26.586495295777,26200.0
SPY,1993-10-13,46.25,46.25,46.1562,46.2187,139100.0,0.0,1.0,26.6045000709602,26.6045000709602,26.5505432686541,26.586495295777,139100.0
SPY,1993-10-14,46.4062,46.8125,46.2812,46.8125,108100.0,0.0,1.0,26.6943513771458,26.9280683150664,26.6224473228999,26.9280683150664,108100.0
SPY,1993-10-15,47.0312,47.1562,46.9062,47.0625,1502500.0,0.0,1.0,27.0538716483749,27.1257757026208,26.9819675941291,27.0718764235581,1502500.0
SPY,1993-10-18,47.0312,47.0312,46.875,46.9375,722400.0,0.0,1.0,27.0538716483749,27.0538716483749,26.9640203421893,26.9999723693123,722400.0
SPY,1993-10-19,46.875,46.9687,46.5937,46.5937,880100.0,0.0,1.0,26.9640203421893,27.017919621252,26.8022074585145,26.8022074585145,880100.0
SPY,1993-10-20,46.75,46.75,46.5625,46.6562,230400.0,0.0,1.0,26.8921162879435,26.8921162879435,26.7842602065748,26.8381594856374,230400.0
SPY,1993-10-21,46.6875,46.6875,46.5312,46.5937,56200.0,0.0,1.0,26.8561642608206,26.8561642608206,26.7662554313916,26.8022074585145,56200.0
SPY,1993-10-22,46.6562,46.8437,46.375,46.375,390700.0,0.0,1.0,26.8381594856374,26.9460155670062,26.676404125206,26.676404125206,390700.0
SPY,1993-10-25,46.4062,46.5625,46.2812,46.5,114500.0,0.0,1.0,26.6943513771458,26.7842602065748,26.6224473228999,26.7483081794518,114500.0
SPY,1993-10-26,46.4687,46.5,46.3125,46.4687,186200.0,0.0,1.0,26.7303034042687,26.7483081794518,26.6404520980831,26.7303034042687,186200.0
SPY,1993-10-27,46.4062,46.5312,46.4062,46.5,118400.0,0.0,1.0,26.6943513771458,26.7662554313916,26.6943513771458,26.7483081794518,118400.0
SPY,1993-10-28,46.5625,46.9687,46.5625,46.8437,129600.0,0.0,1.0,26.7842602065748,27.017919621252,26.7842602065748,26.9460155670062,129600.0
SPY,1993-10-29,46.8125,46.875,46.7812,46.8437,80700.0,0.0,1.0,26.9280683150664,26.9640203421893,26.9100635398833,26.9460155670062,80700.0
SPY,1993-11-01,46.7812,47.0,46.7812,46.9687,36400.0,0.0,1.0,26.9100635398833,27.0359243964352,26.9100635398833,27.017919621252,36400.0
SPY,1993-11-02,46.9062,47.0,46.6562,46.9375,262100.0,0.0,1.0,26.9819675941291,27.0359243964352,26.8381594856374,26.9999723693123,262100.0
SPY,1993-11-03,46.9062,46.9062,46.125,46.3437,479100.0,0.0,1.0,26.9819675941291,26.9819675941291,26.5325960167143,26.6583993500228,479100.0
SPY,1993-11-04,46.3437,46.3437,45.8125,45.8437,130400.0,0.0,1.0,26.6583993500228,26.6583993500228,26.3528358810997,26.3707831330395,130400.0
SPY,1993-11-08,46.0937,46.25,45.9687,46.125,367600.0,0.0,1.0,26.5145912415312,26.6045000709602,26.4426871872853,26.5325960167143,367600.0
SPY,1993-11-09,46.4375,46.4687,46.125,46.1562,246900.0,0.0,1.0,26.7123561523289,26.7303034042687,26.5325960167143,26.5505432686541,246900.0
SPY,1993-11-10,46.1562,46.5,46.0312,46.5,46500.0,0.0,1.0,26.5505432686541,26.7483081794518,26.4786392144082,26.7483081794518,46500.0
SPY,1993-11-11,46.5,46.625,46.3437,46.375,88900.0,0.0,1.0,26.7483081794518,26.8202122336977,26.6583993500228,26.676404125206,88900.0
SPY,1993-11-16,46.6562,46.8125,46.4687,46.7812,492600.0,0.0,1.0,26.8381594856374,26.9280683150664,26.7303034042687,26.9100635398833,492600.0
SPY,1993-11-17,46.8125,46.8125,46.4062,46.5312,39600.0,0.0,1.0,26.9280683150664,26.9280683150664,26.6943513771458,26.7662554313916,39600.0
SPY,1993-11-18,46.4687,46.5625,46.2812,46.4062,240800.0,0.0,1.0,26.7303034042687,26.7842602065748,26.6224473228999,26.6943513771458,240800.0
SPY,1993-11-19,46.25,46.375,46.2187,46.3125,106000.0,0.0,1.0,26.6045000709602,26.676404125206,26.586495295777,26.6404520980831,106000.0
SPY,1993-11-22,46.1875,46.2187,45.875,46.0312,165300.0,0.0,1.0,26.5685480438372,26.586495295777,26.3887879082226,26.4786392144082,165300.0
SPY,1993-11-23,46.2812,46.3125,46.0312,46.2812,89700.0,0.0,1.0,26.6224473228999,26.6404520980831,26.4786392144082,26.6224473228999,89700.0
SPY,1993-11-24,46.4062,46.5,46.3437,46.4687,77200.0,0.0,1.0,26.6943513771458,26.7483081794518,26.6583993500228,26.7303034042687,77200.0
SPY,1993-11-26,46.5937,46.5937,46.4687,46.5,1019800.0,0.0,1.0,26.8022074585145,26.8022074585145,26.7303034042687,26.7483081794518,1019800.0
SPY,1993-11-29,46.625,46.7187,46.3125,46.3125,517500.0,0.0,1.0,26.8202122336977,26.8741115127604,26.6404520980831,26.6404520980831,517500.0
SPY,1993-11-30,46.2812,46.5625,46.25,46.3437,230000.0,0.0,1.0,26.6224473228999,26.7842602065748,26.6045000709602,26.6583993500228,230000.0
SPY,1993-12-01,46.5937,46.625,46.4062,46.4062,379200.0,0.0,1.0,26.8022074585145,26.8202122336977,26.6943513771458,26.6943513771458,379200.0
SPY,1993-12-02,46.5,46.5625,46.4062,46.5312,352000.0,0.0,1.0,26.7483081794518,26.7842602065748,26.6943513771458,26.7662554313916,352000.0
SPY,1993-12-03,46.5,46.7187,46.5,46.7187,306000.0,0.0,1.0,26.7483081794518,26.8741115127604,26.7483081794518,26.8741115127604,306000.0
SPY,1993-12-06,46.7812,46.9375,46.7812,46.875,99500.0,0.0,1.0,26.9100635398833,26.9999723693123,26.9100635398833,26.9640203421893,99500.0
SPY,1993-12-07,46.875,46.9062,46.7812,46.8437,88800.0,0.0,1.0,26.9640203421893,26.9819675941291,26.9100635398833,26.9460155670062,88800.0
SPY,1993-12-08,46.8437,46.8437,46.7812,46.8437,146700.0,0.0,1.0,26.9460155670062,26.9460155670062,26.9100635398833,26.9460155670062,146700.0
SPY,1993-12-09,46.8437,46.9062,46.625,46.6875,416500.0,0.0,1.0,26.9460155670062,26.9819675941291,26.8202122336977,26.8561642608206,416500.0
