date,gross_stock_trades,gross_option_trades,gross_trades_value,stock_trading_costs,option_trading_costs,net_trading_costs,stock_pos_value,option_pos_value,gross_pos_value,stock_PL,option_PL,net_PL,start_cash,initial_kapital,short_fee,initial_cash,interest,lever_cash,leverage_fee,end_kapital,net_short_fees,net_interest_paid,net_interest_earned,net_pos_value,tot_cash
2018-04-10,1442252.906235,15510.0,1457762.906235,144.2252906235,1.5510000000000002,145.7762906235,1387241.1486199999,-210457.0,1176784.1486199999,-32738.07513124558,43521.411400000026,10783.336268754425,1012764.8624148208,1012619.0861241973,0.0,0.0,0.0,194402.47277080198,10.272492132999687,1012608.8136320644,120.83251856723531,2070.824973389553,124.51509151184393,982371.4033570649,8801815.467491878
2018-04-11,467852.8458239999,15525.0,483377.8458239999,46.785284582399996,1.5525,48.33778458239999,912115.946784,-208101.0,704014.946784,-32784.86041582798,43519.85890000003,10734.998484172025,1012608.8136320644,1012560.475847482,0.0,288916.7627764825,13.242625246649109,0.0,0.0,1012573.7184727286,120.83251856723531,2084.067598636202,124.51509151184393,992944.9521857292,9285131.73290605
2018-04-12,923352.998008,6702.000000000002,930054.998008,92.3352998008,0.6702000000000002,93.0054998008,1842973.08342,-213918.0,1629055.08342,-42908.42003562874,50084.18870000003,7175.7686643712605,1012573.7184727286,1009014.4886529278,0.0,0.0,0.0,627813.9981060717,33.17787910321016,1008981.3107738246,120.83251856723531,2084.067598636202,157.6929706150541,1001207.9074348251,8368420.90727735
2018-04-13,364445.201535,2965.000000000002,367410.201535,36.4445201535,0.2965000000000002,36.7410201535,1473122.252565,-194185.0,1278937.252565,-49647.25539378222,55725.89220000003,6078.636806217781,1008981.3107738246,1007884.1789156711,0.0,0.0,0.0,260473.71547032846,13.512192466658474,1007870.6667232044,120.83251856723531,2084.067598636202,171.20516308171256,1018450.0249022049,8735807.879984666
2018-04-16,1050084.590646,2303.0,1052387.590646,105.00845906460002,0.2303,105.23875906460002,2535318.502689,-197691.0,2337627.502689,-59395.34466384668,65111.661900000036,5716.317236153331,1007870.6667232044,1007508.34715314,0.0,0.0,0.0,1308374.0570678597,61.522846652274765,1007446.8243064877,120.83251856723531,2084.067598636202,232.72800973398734,1029191.9227744881,7687982.573426251
2018-04-17,659441.8983809998,21071.0,680512.8983809998,65.94418983809999,2.1071,68.05128983809999,3221884.221508,-210705.0,3011179.221508,-59411.272645684694,64900.554800000034,5489.282154315314,1007446.8243064877,1007219.7892246497,0.0,0.0,0.0,1989016.5295853498,104.82673481652463,1007114.9624898331,120.83251856723531,2084.067598636202,337.55474455051194,1022057.8651878336,7007506.450490231
2018-04-18,261256.00948800004,19278.0,280534.00948800007,26.125600948800006,1.9278000000000002,28.053400948800007,2963013.11466,-190119.0,2772894.11466,-59183.12283763342,64915.62700000004,5732.504162366592,1007114.9624898331,1007358.1844978844,0.0,0.0,0.0,1747171.400233115,91.8368865570085,1007266.3476113273,120.83251856723531,2084.067598636202,429.3916311075204,1025630.8775403276,7249548.2434638385
2018-04-19,689886.4480919999,12512.0,702398.4480919999,68.98864480919998,1.2512,70.2398448092,2256689.2255679998,-159142.0,2097547.2255679998,-63918.43157144258,69759.37580000004,5840.944228557426,1007266.3476113273,1007374.7876775181,0.0,0.0,0.0,1069959.0288724818,54.76422431010884,1007320.023453208,120.83251856723531,2084.067598636202,484.15585541762925,1027533.4324712078,7926907.215935339
2018-04-20,720235.424109,0.0,720235.424109,72.0235424109,0.0,72.0235424109,1517318.6479230002,-142256.0,1375062.6479230002,-63990.45511385348,69759.37580000004,5768.920686146526,1007320.023453208,1007247.9999107971,0.0,0.0,0.0,349850.39253020275,17.954701543072208,1007230.045209254,120.83251856723531,2084.067598636202,502.11055696070144,1025194.3006912543,8647088.57120347
2018-04-23,265307.7643930001,18495.0,283802.7643930001,26.530776439300013,1.8495000000000001,28.38027643930001,1251783.237358,-114404.0,1137379.237358,-61949.92469029277,69757.52630000004,7807.601609707239,1007230.045209254,1009268.7261328148,0.0,0.0,0.0,103083.96311518503,5.304358824223563,1009263.4217739905,120.83251856723531,2084.067598636202,507.41491578492503,1034289.9698839906,8893878.259678857
2018-04-24,1457531.699958,9465.0,1466996.699958,145.75316999580002,0.9465,146.6996699958,-222606.70554600004,-98650.0,-321256.70554600004,-67482.2263852885,76836.57980000004,9354.353414711515,1009263.4217739905,1010798.8117365909,11.361842403940136,1344819.3709715912,59.58692942915269,0.0,0.0,1010858.3986660201,132.19436097117546,2143.654528065355,507.41491578492503,1023622.2523550203,10341738.673037432
